frame,X_fixed,Y_fixed,VelY_fixed,input,alive,X_px,Y_px,onGround,CamY_px,TgtCamY_px,mode,gravFlipped,shipCeilSlopeHit,shipCeilTileHit,shipCeilSpike,shipFloorSlopeHit,shipFloorTileHit,shipFloorSpike,CamY_fixed,Y_lowB,CamY_lowB
3526,0x261A5C,0x35100,0x0,0,1,9762,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3527,0x261D20,0x35100,0x0,0,1,9765,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3528,0x261FE4,0x35100,0x0,0,1,9767,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3529,0x2622A8,0x35100,0x0,0,1,9770,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3530,0x26256C,0x35100,0x0,0,1,9773,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3531,0x262830,0x35100,0x0,0,1,9776,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3532,0x262AF4,0x35100,0x0,0,1,9778,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3533,0x262DB8,0x35100,0x0,0,1,9781,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3534,0x26307C,0x35100,0x0,0,1,9784,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3535,0x263340,0x35100,0xFFFFFA70,1,1,9787,857,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3536,0x263604,0x34BDB,0xFFFFFADB,0,1,9790,851,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDB,0x00
3537,0x2638C8,0x34721,0xFFFFFB46,0,1,9792,847,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x21,0x00
3538,0x263B8C,0x342D2,0xFFFFFBB1,0,1,9795,842,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD2,0x00
3539,0x263E50,0x33EEE,0xFFFFFC1C,0,1,9798,838,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xEE,0x00
3540,0x264114,0x33B75,0xFFFFFC87,0,1,9801,835,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x75,0x00
3541,0x2643D8,0x33867,0xFFFFFCF2,0,1,9803,832,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x67,0x00
3542,0x26469C,0x335C4,0xFFFFFD5D,0,1,9806,829,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC4,0x00
3543,0x264960,0x3338C,0xFFFFFDC8,0,1,9809,827,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x8C,0x00
3544,0x264C24,0x331BF,0xFFFFFE33,0,1,9812,825,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBF,0x00
3545,0x264EE8,0x3305D,0xFFFFFE9E,0,1,9814,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5D,0x00
3546,0x2651AC,0x32F66,0xFFFFFF09,0,1,9817,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x66,0x00
3547,0x265470,0x32EDA,0xFFFFFF74,0,1,9820,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDA,0x00
3548,0x265734,0x32EB9,0xFFFFFFDF,0,1,9823,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB9,0x00
3549,0x2659F8,0x32F03,0x4A,0,1,9825,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x03,0x00
3550,0x265CBC,0x32FB8,0xB5,0,1,9828,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB8,0x00
3551,0x265F80,0x330D8,0x120,0,1,9831,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD8,0x00
3552,0x266244,0x33263,0x18B,0,1,9834,826,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x63,0x00
3553,0x266508,0x33459,0x1F6,0,1,9837,828,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x59,0x00
3554,0x2667CC,0x336BA,0x261,0,1,9839,830,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBA,0x00
3555,0x266A90,0x33986,0x2CC,0,1,9842,833,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x86,0x00
3556,0x266D54,0x33CBD,0x337,0,1,9845,836,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBD,0x00
3557,0x267018,0x3405F,0x3A2,0,1,9848,840,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5F,0x00
3558,0x2672DC,0x3446C,0x40D,0,1,9850,844,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x6C,0x00
3559,0x2675A0,0x348E4,0x478,0,1,9853,848,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xE4,0x00
3560,0x267864,0x34DC7,0x4E3,0,1,9856,853,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC7,0x00
3561,0x267B28,0x35100,0x0,0,1,9859,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3562,0x267DEC,0x35100,0x0,0,1,9861,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3563,0x2680B0,0x35100,0x0,0,1,9864,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3564,0x268374,0x35100,0x0,0,1,9867,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3565,0x268638,0x35100,0x0,0,1,9870,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3566,0x2688FC,0x35100,0x0,0,1,9872,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3567,0x268BC0,0x35100,0x0,0,1,9875,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3568,0x268E84,0x35100,0x0,0,1,9878,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3569,0x269148,0x35100,0x0,0,1,9881,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3570,0x26940C,0x35100,0x0,0,1,9884,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3571,0x2696D0,0x35100,0x0,0,1,9886,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3572,0x269994,0x35100,0x0,0,1,9889,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3573,0x269C58,0x35100,0x0,0,1,9892,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3574,0x269F1C,0x35100,0x0,0,1,9895,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3575,0x26A1E0,0x35100,0x0,0,1,9897,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3576,0x26A4A4,0x35100,0x0,0,1,9900,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3577,0x26A768,0x35100,0x0,0,1,9903,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3578,0x26AA2C,0x35100,0x0,0,1,9906,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3579,0x26ACF0,0x35100,0x0,0,1,9908,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3580,0x26AFB4,0x35100,0x0,0,1,9911,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3581,0x26B278,0x35100,0x0,0,1,9914,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3582,0x26B53C,0x35100,0x0,0,1,9917,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3583,0x26B800,0x35100,0x0,0,1,9920,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3584,0x26BAC4,0x35100,0x0,0,1,9922,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3585,0x26BD88,0x35100,0x0,0,1,9925,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3586,0x26C04C,0x35100,0x0,0,1,9928,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3587,0x26C310,0x35100,0xFFFFFA70,1,1,9931,857,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3588,0x26C5D4,0x34BDB,0xFFFFFADB,0,1,9933,851,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDB,0x00
3589,0x26C898,0x34721,0xFFFFFB46,0,1,9936,847,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x21,0x00
3590,0x26CB5C,0x342D2,0xFFFFFBB1,0,1,9939,842,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD2,0x00
3591,0x26CE20,0x33EEE,0xFFFFFC1C,0,1,9942,838,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xEE,0x00
3592,0x26D0E4,0x33B75,0xFFFFFC87,0,1,9944,835,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x75,0x00
3593,0x26D3A8,0x33867,0xFFFFFCF2,0,1,9947,832,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x67,0x00
3594,0x26D66C,0x335C4,0xFFFFFD5D,0,1,9950,829,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC4,0x00
3595,0x26D930,0x3338C,0xFFFFFDC8,0,1,9953,827,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x8C,0x00
3596,0x26DBF4,0x331BF,0xFFFFFE33,0,1,9955,825,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBF,0x00
3597,0x26DEB8,0x3305D,0xFFFFFE9E,0,1,9958,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5D,0x00
3598,0x26E17C,0x32F66,0xFFFFFF09,0,1,9961,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x66,0x00
3599,0x26E440,0x32EDA,0xFFFFFF74,0,1,9964,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDA,0x00
3600,0x26E704,0x32EB9,0xFFFFFFDF,0,1,9967,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB9,0x00
3601,0x26E9C8,0x32F03,0x4A,0,1,9969,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x03,0x00
3602,0x26EC8C,0x32FB8,0xB5,0,1,9972,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB8,0x00
3603,0x26EF50,0x330D8,0x120,0,1,9975,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD8,0x00
3604,0x26F214,0x33263,0x18B,0,1,9978,826,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x63,0x00
3605,0x26F4D8,0x33459,0x1F6,0,1,9980,828,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x59,0x00
3606,0x26F79C,0x336BA,0x261,0,1,9983,830,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBA,0x00
3607,0x26FA60,0x33986,0x2CC,0,1,9986,833,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x86,0x00
3608,0x26FD24,0x33CBD,0x337,0,1,9989,836,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBD,0x00
3609,0x26FFE8,0x3405F,0x3A2,0,1,9991,840,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5F,0x00
3610,0x2702AC,0x3446C,0x40D,0,1,9994,844,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x6C,0x00
3611,0x270570,0x348E4,0x478,0,1,9997,848,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xE4,0x00
3612,0x270834,0x34DC7,0x4E3,0,1,10000,853,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC7,0x00
3613,0x270AF8,0x35100,0x0,0,1,10002,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3614,0x270DBC,0x35100,0x0,0,1,10005,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3615,0x271080,0x35100,0x0,0,1,10008,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3616,0x271344,0x35100,0x0,0,1,10011,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3617,0x271608,0x35100,0x0,0,1,10014,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3618,0x2718CC,0x35100,0x0,0,1,10016,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3619,0x271B90,0x35100,0x0,0,1,10019,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3620,0x271E54,0x35100,0x0,0,1,10022,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3621,0x272118,0x35100,0x0,0,1,10025,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3622,0x2723DC,0x35100,0x0,0,1,10027,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3623,0x2726A0,0x35100,0x0,0,1,10030,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3624,0x272964,0x35100,0x0,0,1,10033,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3625,0x272C28,0x35100,0x0,0,1,10036,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3626,0x272EEC,0x35100,0x0,0,1,10038,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3627,0x2731B0,0x35100,0x0,0,1,10041,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3628,0x273474,0x35100,0x0,0,1,10044,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3629,0x273738,0x35100,0x0,0,1,10047,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3630,0x2739FC,0x35100,0x0,0,1,10049,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3631,0x273CC0,0x35100,0x0,0,1,10052,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3632,0x273F84,0x35100,0x0,0,1,10055,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3633,0x274248,0x35100,0xFFFFFA70,1,1,10058,857,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3634,0x27450C,0x34BDB,0xFFFFFADB,0,1,10061,851,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDB,0x00
3635,0x2747D0,0x34721,0xFFFFFB46,0,1,10063,847,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x21,0x00
3636,0x274A94,0x342D2,0xFFFFFBB1,0,1,10066,842,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD2,0x00
3637,0x274D58,0x33EEE,0xFFFFFC1C,0,1,10069,838,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xEE,0x00
3638,0x27501C,0x33B75,0xFFFFFC87,0,1,10072,835,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x75,0x00
3639,0x2752E0,0x33867,0xFFFFFCF2,0,1,10074,832,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x67,0x00
3640,0x2755A4,0x335C4,0xFFFFFD5D,0,1,10077,829,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC4,0x00
3641,0x275868,0x3338C,0xFFFFFDC8,0,1,10080,827,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x8C,0x00
3642,0x275B2C,0x331BF,0xFFFFFE33,0,1,10083,825,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBF,0x00
3643,0x275DF0,0x3305D,0xFFFFFE9E,0,1,10085,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5D,0x00
3644,0x2760B4,0x32F66,0xFFFFFF09,0,1,10088,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x66,0x00
3645,0x276378,0x32EDA,0xFFFFFF74,0,1,10091,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDA,0x00
3646,0x27663C,0x32EB9,0xFFFFFFDF,0,1,10094,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB9,0x00
3647,0x276900,0x32F03,0x4A,0,1,10097,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x03,0x00
3648,0x276BC4,0x32FB8,0xB5,0,1,10099,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB8,0x00
3649,0x276E88,0x330D8,0x120,0,1,10102,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD8,0x00
3650,0x27714C,0x33263,0x18B,0,1,10105,826,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x63,0x00
3651,0x277410,0x33459,0x1F6,0,1,10108,828,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x59,0x00
3652,0x2776D4,0x336BA,0x261,0,1,10110,830,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBA,0x00
3653,0x277998,0x33986,0x2CC,0,1,10113,833,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x86,0x00
3654,0x277C5C,0x33CBD,0x337,0,1,10116,836,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBD,0x00
3655,0x277F20,0x3405F,0x3A2,0,1,10119,840,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5F,0x00
3656,0x2781E4,0x3446C,0x40D,0,1,10121,844,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x6C,0x00
3657,0x2784A8,0x348E4,0x478,0,1,10124,848,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xE4,0x00
3658,0x27876C,0x34DC7,0x4E3,0,1,10127,853,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC7,0x00
3659,0x278A30,0x35100,0x0,0,1,10130,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3660,0x278CF4,0x35100,0x0,0,1,10132,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3661,0x278FB8,0x35100,0x0,0,1,10135,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3662,0x27927C,0x35100,0x0,0,1,10138,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3663,0x279540,0x35100,0x0,0,1,10141,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3664,0x279804,0x35100,0x0,0,1,10144,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3665,0x279AC8,0x35100,0x0,0,1,10146,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3666,0x279D8C,0x35100,0x0,0,1,10149,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3667,0x27A050,0x35100,0x0,0,1,10152,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3668,0x27A314,0x35100,0x0,0,1,10155,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3669,0x27A5D8,0x35100,0x0,0,1,10157,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3670,0x27A89C,0x35100,0x0,0,1,10160,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3671,0x27AB60,0x35100,0x0,0,1,10163,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3672,0x27AE24,0x35100,0x0,0,1,10166,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3673,0x27B0E8,0x35100,0x0,0,1,10168,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3674,0x27B3AC,0x35100,0x0,0,1,10171,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3675,0x27B670,0x35100,0x0,0,1,10174,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3676,0x27B934,0x35100,0x0,0,1,10177,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3677,0x27BBF8,0x35100,0x0,0,1,10179,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3678,0x27BEBC,0x35100,0xFFFFFA70,1,1,10182,857,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3679,0x27C180,0x34BDB,0xFFFFFADB,0,1,10185,851,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDB,0x00
3680,0x27C444,0x34721,0xFFFFFB46,0,1,10188,847,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x21,0x00
3681,0x27C708,0x342D2,0xFFFFFBB1,0,1,10191,842,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD2,0x00
3682,0x27C9CC,0x33EEE,0xFFFFFC1C,0,1,10193,838,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xEE,0x00
3683,0x27CC90,0x33B75,0xFFFFFC87,0,1,10196,835,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x75,0x00
3684,0x27CF54,0x33867,0xFFFFFCF2,0,1,10199,832,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x67,0x00
3685,0x27D218,0x335C4,0xFFFFFD5D,0,1,10202,829,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC4,0x00
3686,0x27D4DC,0x3338C,0xFFFFFDC8,0,1,10204,827,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x8C,0x00
3687,0x27D7A0,0x331BF,0xFFFFFE33,0,1,10207,825,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBF,0x00
3688,0x27DA64,0x3305D,0xFFFFFE9E,0,1,10210,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5D,0x00
3689,0x27DD28,0x32F66,0xFFFFFF09,0,1,10213,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x66,0x00
3690,0x27DFEC,0x32EDA,0xFFFFFF74,0,1,10215,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDA,0x00
3691,0x27E2B0,0x32EB9,0xFFFFFFDF,0,1,10218,822,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB9,0x00
3692,0x27E574,0x32F03,0x4A,0,1,10221,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x03,0x00
3693,0x27E838,0x32FB8,0xB5,0,1,10224,823,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xB8,0x00
3694,0x27EAFC,0x330D8,0x120,0,1,10226,824,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xD8,0x00
3695,0x27EDC0,0x33263,0x18B,0,1,10229,826,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x63,0x00
3696,0x27F084,0x33459,0x1F6,0,1,10232,828,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x59,0x00
3697,0x27F348,0x336BA,0x261,0,1,10235,830,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBA,0x00
3698,0x27F60C,0x33986,0x2CC,0,1,10238,833,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x86,0x00
3699,0x27F8D0,0x33CBD,0x337,0,1,10240,836,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xBD,0x00
3700,0x27FB94,0x3405F,0x3A2,0,1,10243,840,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x5F,0x00
3701,0x27FE58,0x3446C,0x40D,0,1,10246,844,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x6C,0x00
3702,0x28011C,0x348E4,0x478,0,1,10249,848,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xE4,0x00
3703,0x2803E0,0x34DC7,0x4E3,0,1,10251,853,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xC7,0x00
3704,0x2806A4,0x35100,0x0,0,1,10254,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3705,0x280968,0x35100,0x0,0,1,10257,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3706,0x280C2C,0x35100,0x0,0,1,10260,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3707,0x280EF0,0x35100,0x0,0,1,10262,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3708,0x2811B4,0x35100,0x0,0,1,10265,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3709,0x281478,0x35100,0x0,0,1,10268,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3710,0x28173C,0x35100,0x0,0,1,10271,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3711,0x281A00,0x35100,0x0,0,1,10274,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3712,0x281CC4,0x35100,0x0,0,1,10276,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3713,0x281F88,0x35100,0x0,0,1,10279,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3714,0x28224C,0x35100,0x0,0,1,10282,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3715,0x282510,0x35100,0x0,0,1,10285,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3716,0x2827D4,0x35100,0x0,0,1,10287,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3717,0x282A98,0x35100,0x0,0,1,10290,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3718,0x282D5C,0x35100,0x0,0,1,10293,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3719,0x283020,0x35100,0x0,0,1,10296,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3720,0x2832E4,0x35100,0x0,0,1,10298,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3721,0x2835A8,0x35100,0x0,0,1,10301,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3722,0x28386C,0x35100,0x0,0,1,10304,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3723,0x283B30,0x35100,0x0,0,1,10307,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3724,0x283DF4,0x35100,0x0,0,1,10309,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3725,0x2840B8,0x35100,0x0,0,1,10312,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3726,0x28437C,0x35100,0x0,0,1,10315,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3727,0x284640,0x35100,0x0,0,1,10318,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3728,0x284904,0x35100,0x0,0,1,10321,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3729,0x284BC8,0x35100,0x0,0,1,10323,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3730,0x284E8C,0x35100,0x0,0,1,10326,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3731,0x285150,0x35100,0x0,0,1,10329,857,1,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3732,0x285414,0x35100,0xFFFFFA70,1,1,10332,857,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0x00,0x00
3733,0x2856D8,0x34BDB,0xFFFFFADB,0,1,10334,851,0,671,672,0,0,0,0,0,0,0,0,0x29F00,0xDB,0x00
